game_id,posteam,rush_rate,precipitation,week,pass_epa_game,season,weekday,surface,roof,div_game,spread_line,total_line,wind,temp,epa_rush_last3,pass_rate,epa_pass_last3,pass_rate_last3
2021_13_BAL_PIT,BAL,0.35714285714285715,noprecip,13,0.057878544758167054,2021.0,Sunday,grass ,outdoors,1.0,-4.0,44.0,7.0,50.0,-0.036970417711086036,0.6428571428571428,-0.27387123144957864,0.561244276483868
2021_14_BAL_CLE,BAL,0.3333333333333333,noprecip,14,-0.1280088629202465,2021.0,Sunday,grass ,outdoors,1.0,3.0,44.0,14.0,46.0,0.029852550061854378,0.6666666666666667,-0.14319338735388623,0.5516493937546568
2021_15_GB_BAL,BAL,0.373134328358209,noprecip,15,0.09162112824249063,2021.0,Sunday,grass,outdoors,0.0,9.5,45.5,11.0,43.0,0.00762339956664287,0.6268656716417911,-0.1307819428962921,0.5896610896610897
2021_16_BAL_CIN,BAL,0.2807017543859649,noprecip,16,0.34881031265192697,2021.0,Sunday,fieldturf,outdoors,1.0,7.5,43.0,0.0,52.0,0.13198420491723153,0.7192982456140351,0.007163603360137087,0.6454631603885336
2021_17_LA_BAL,BAL,0.47761194029850745,noprecip,17,-0.11053086972190979,2021.0,Sunday,grass,outdoors,0.0,7.0,47.0,6.0,59.0,-0.06534717575370641,0.5223880597014925,0.10414085932472372,0.6709435279741643
2022_11_CAR_BAL,BAL,0.4461538461538462,noprecip,11,-0.15158765219660716,2022.0,Sunday,grass,outdoors,0.0,-13.0,42.0,2.0,36.0,0.145427097738756,0.5538461538461539,-0.00745885205436946,0.4181490930695837
2022_12_BAL_JAX,BAL,0.5,noprecip,12,0.23676359115636925,2022.0,Sunday,grass,outdoors,0.0,-3.5,43.0,19.0,77.0,0.12148518216559882,0.5,0.01694636373189551,0.5006139400505597
2022_13_DEN_BAL,BAL,0.4117647058823529,noprecip,13,-0.2661668066124548,2022.0,Sunday,grass,outdoors,0.0,-9.5,40.5,8.0,63.0,0.018567383018180953,0.5882352941176471,0.08784776339158441,0.4794871794871795
2022_14_BAL_PIT,BAL,0.6666666666666666,noprecip,14,0.012682122122693443,2022.0,Sunday,grass,outdoors,1.0,1.5,37.0,12.0,42.0,-0.017152864638102762,0.33333333333333337,-0.060330289217564226,0.5473604826546002
2022_15_BAL_CLE,BAL,0.45901639344262296,noprecip,15,-0.5154059350903152,2022.0,Saturday,grass,outdoors,1.0,2.5,39.5,12.0,34.0,0.03141931442891147,0.540983606557377,-0.005573697777797357,0.47385620915032683
2022_16_ATL_BAL,BAL,0.6530612244897959,noprecip,16,-0.04056508381899016,2022.0,Saturday,grass,outdoors,0.0,-6.5,35.0,9.0,17.0,0.07694290633184238,0.34693877551020413,-0.2562968731933588,0.48751741133611914
2022_17_PIT_BAL,BAL,0.5714285714285714,noprecip,17,0.2230706536962076,2022.0,Sunday,grass,outdoors,1.0,-1.0,35.5,2.0,44.0,0.07780218968277701,0.4285714285714286,-0.18109629892887066,0.4070852384669715
2021_04_HOU_BUF,BUF,0.5428571428571428,lightrainsnow,4,0.07708427928324349,2021.0,Sunday,a_turf,outdoors,0.0,-19.0,47.5,12.0,67.0,0.11173477307706718,0.4571428571428572,0.08152823533481977,0.610643800190554
2021_05_BUF_KC,BUF,0.49019607843137253,noprecip,5,0.5551812121724644,2021.0,Sunday,grass ,outdoors,0.0,2.5,57.0,0.0,76.0,0.18407643473776034,0.5098039215686274,0.14482667534114732,0.5351766513056836
2021_06_BUF_TEN,BUF,0.3108108108108108,noprecip,6,0.29431385292886886,2021.0,Monday,grass ,outdoors,0.0,-6.0,53.5,6.0,66.0,0.10308766657619202,0.6891891891891893,0.33724366176640364,0.5223155929038282
2021_08_MIA_BUF,BUF,0.3484848484848485,noprecip,8,0.1192411350549138,2021.0,Sunday,a_turf,outdoors,1.0,-15.0,48.5,9.0,54.0,0.009250379344017234,0.6515151515151515,0.30885978146152554,0.5520453226335579
2021_09_BUF_JAX,BUF,0.2153846153846154,noprecip,9,-0.17053171948871013,2021.0,Sunday,grass ,outdoors,0.0,-14.5,48.0,16.0,59.0,-0.07221530307804516,0.7846153846153846,0.32291206671874895,0.6168360874243227
2021_10_BUF_NYJ,BUF,0.4117647058823529,noprecip,10,0.6318778884286874,2021.0,Sunday,fieldturf,outdoors,1.0,-13.0,47.0,4.0,47.0,-0.1691572400461596,0.5882352941176471,0.0810077561650241,0.7084399084399085
2021_11_IND_BUF,BUF,0.2545454545454545,noprecip,11,-0.11118463199685401,2021.0,Sunday,a_turf,outdoors,0.0,-7.5,49.5,12.0,49.0,-0.009166684521466267,0.7454545454545455,0.1935291013316303,0.6747886100827277
2021_13_NE_BUF,BUF,0.43859649122807015,noprecip,13,-0.22052813124834536,2021.0,Monday,a_turf,outdoors,1.0,-3.0,40.0,27.0,36.0,0.1739957354979771,0.5614035087719298,0.3004100654985146,0.6058536024380428
2021_14_BUF_TB,BUF,0.25,noprecip,14,-0.059679437449428996,2021.0,Sunday,grass ,outdoors,0.0,3.5,52.5,4.0,82.0,0.050004974810330706,0.75,0.016274725606170364,0.5969096739894703
2021_15_CAR_BUF,BUF,0.3968253968253968,noprecip,15,0.1813356707889059,2021.0,Sunday,a_turf,outdoors,0.0,-14.0,43.0,8.0,30.0,0.08567002451680801,0.6031746031746033,0.03344312378864537,0.5984248255046217
2021_16_BUF_NE,BUF,0.35135135135135137,noprecip,16,0.42970899038581306,2021.0,Sunday,fieldturf,outdoors,1.0,1.0,43.5,13.0,38.0,0.11272759923061937,0.6486486486486487,-0.03295729930295623,0.6381927039821776
2021_17_ATL_BUF,BUF,0.5942028985507246,rainsnow,17,-0.27260414369655406,2021.0,Sunday,a_turf,outdoors,0.0,-14.0,46.5,11.0,26.0,0.19383936137181634,0.4057971014492754,0.1837884079084299,0.6672744172744173
2022_09_BUF_NYJ,BUF,0.36065573770491804,noprecip,9,-0.32562099400171374,2022.0,Sunday,fieldturf,outdoors,1.0,-11.0,46.0,17.0,69.0,0.1937378533038913,0.639344262295082,0.22654590666780952,0.600343533639871
2022_10_MIN_BUF,BUF,0.375,noprecip,10,0.06137835749449343,2022.0,Sunday,a_turf,outdoors,0.0,-6.5,47.0,11.0,38.0,0.21510643648331765,0.625,-0.010268455138354874,0.5781641700911728
2022_13_BUF_NE,BUF,0.4852941176470588,noprecip,13,0.3357598229661557,2022.0,Thursday,fieldturf,outdoors,1.0,-3.5,43.5,2.0,35.0,0.010349002757304215,0.5147058823529411,0.0949407696322545,0.5669500145306597
2022_14_NYJ_BUF,BUF,0.4339622641509434,rainsnow,14,-0.15944528144629416,2022.0,Sunday,a_turf,outdoors,1.0,-10.0,43.5,11.0,36.0,0.09328263362802514,0.5660377358490566,0.18640125812280858,0.5301853086483067
2022_15_MIA_BUF,BUF,0.4084507042253521,noprecip,15,0.3004250245569323,2022.0,Saturday,a_turf,outdoors,1.0,-7.0,44.0,4.0,29.0,0.08072923357586094,0.5915492957746479,0.05330189711631635,0.562950575436702
2022_16_BUF_CHI,BUF,0.5254237288135594,noprecip,16,-0.09971669150503902,2022.0,Saturday,grass,outdoors,0.0,-8.0,40.0,17.0,7.0,-0.0004756111572672671,0.47457627118644063,0.15891318869226453,0.5574309713255485
2021_05_PHI_CAR,CAR,0.42857142857142855,noprecip,5,-0.4487458165560204,2021.0,Sunday,grass ,outdoors,0.0,-2.5,46.0,13.0,76.0,0.04641707370049058,0.5714285714285714,0.18709401916002202,0.5824142783263376
2021_06_MIN_CAR,CAR,0.3235294117647059,noprecip,6,-0.4708274210174476,2021.0,Sunday,grass ,outdoors,0.0,2.5,45.5,7.0,62.0,0.07552419456296583,0.6764705882352942,-0.0534555748231915,0.5902420669760441
2021_07_CAR_NYG,CAR,0.27419354838709675,noprecip,7,-0.5295837803836898,2021.0,Sunday,fieldturf,outdoors,0.0,-3.0,42.5,0.0,57.0,0.11051158547061184,0.7258064516129032,-0.3184724351891653,0.6316526610644257
2021_09_NE_CAR,CAR,0.40350877192982454,noprecip,9,-0.7206713519277567,2021.0,Sunday,grass ,outdoors,0.0,3.5,41.5,16.0,61.0,0.10508252319538007,0.5964912280701755,-0.31926762768051586,0.5847965719681785
2021_11_WAS_CAR,CAR,0.4166666666666667,noprecip,11,0.0944210566376567,2021.0,Sunday,grass ,outdoors,0.0,-3.5,43.0,0.0,54.0,-0.06616822152988876,0.5833333333333333,-0.18154774194000975,0.4733441585183617
2021_12_CAR_MIA,CAR,0.3333333333333333,noprecip,12,-0.5108821900034346,2021.0,Sunday,grass ,outdoors,0.0,-1.0,41.0,4.0,74.0,-0.013430805844193946,0.6666666666666667,-0.1642768291806542,0.5504177109440267
2021_14_ATL_CAR,CAR,0.41935483870967744,noprecip,14,-0.12585812549271674,2021.0,Sunday,grass ,outdoors,1.0,-2.5,41.0,9.0,48.0,0.06574293164130217,0.5806451612903225,-0.09434710853921352,0.5738095238095239
2021_15_CAR_BUF,CAR,0.410958904109589,noprecip,15,-0.3526607921301643,2021.0,Sunday,a_turf,outdoors,0.0,14.0,43.0,8.0,30.0,0.021939871662906358,0.589041095890411,-0.18077308628616498,0.6102150537634409
2021_16_TB_CAR,CAR,0.22388059701492538,noprecip,16,-0.40806247532066797,2021.0,Sunday,grass,outdoors,1.0,11.5,44.5,8.0,73.0,-0.043085311959099946,0.7761194029850746,-0.329800369208772,0.6121176412824668
2022_09_CAR_CIN,CAR,0.375,noprecip,9,-0.051830589566573576,2022.0,Sunday,fieldturf,outdoors,0.0,7.0,43.0,11.0,68.0,0.03166279685156118,0.625,-0.09908766549758365,0.49829457364341084
2022_10_ATL_CAR,CAR,0.734375,lightrainsnow,10,-0.08451880004630645,2022.0,Thursday,grass,outdoors,1.0,2.5,41.5,12.0,61.0,0.07263204083106099,0.265625,0.07128087948006477,0.5283333333333333
2022_11_CAR_BAL,CAR,0.3148148148148148,noprecip,11,-0.49530614723256344,2022.0,Sunday,grass,outdoors,0.0,13.0,42.0,2.0,36.0,0.10137578058290848,0.6851851851851851,-0.03325255386962068,0.4635416666666667
2022_12_DEN_CAR,CAR,0.703125,noprecip,12,0.2748763404182073,2022.0,Sunday,grass,outdoors,0.0,1.0,36.5,15.0,66.0,-0.025037540290408982,0.296875,-0.21055184561514792,0.5252700617283951
2022_14_CAR_SEA,CAR,0.6338028169014085,noprecip,14,-0.10293510576466494,2022.0,Sunday,fieldturf,outdoors,0.0,3.5,44.5,4.0,45.0,-0.02909489361373166,0.3661971830985915,-0.10164953562022093,0.415895061728395
2022_15_PIT_CAR,CAR,0.38095238095238093,noprecip,15,0.3906892128095063,2022.0,Sunday,grass,outdoors,0.0,-2.5,36.5,7.0,47.0,0.03131955807933539,0.6190476190476191,-0.10778830419300711,0.4494191227612589
2022_16_DET_CAR,CAR,0.65625,noprecip,16,0.6502571991769538,2022.0,Saturday,grass,outdoors,0.0,2.5,43.5,12.0,20.0,-0.06885690406178431,0.34375,0.1875434824876828,0.4273732673820702
2022_17_CAR_TB,CAR,0.3728813559322034,noprecip,17,0.20825464849759875,2022.0,Sunday,grass,outdoors,1.0,3.5,40.5,2.0,75.0,0.02373749179828648,0.6271186440677966,0.31267043540726497,0.4429982673820702
2021_04_DET_CHI,CHI,0.6727272727272727,noprecip,4,0.17862563443153773,2021.0,Sunday,grass ,outdoors,1.0,-3.0,42.0,4.0,72.0,-0.11438137186824597,0.32727272727272727,-0.4197191716394702,0.5930606125508674
2021_06_GB_CHI,CHI,0.45614035087719296,noprecip,6,-0.13628293390408355,2021.0,Sunday,grass ,outdoors,1.0,5.5,44.0,6.0,59.0,-0.08144807810941204,0.543859649122807,-0.09526940620430295,0.46354342456037373
2021_07_CHI_TB,CHI,0.4461538461538462,rainsnow,7,-0.7080350843171945,2021.0,Sunday,grass ,outdoors,0.0,12.5,47.0,7.0,83.0,0.08030682413010319,0.5538461538461539,0.11032907040463114,0.41467124410924594
2021_08_SF_CHI,CHI,0.5373134328358209,noprecip,8,0.08759469177712159,2021.0,Sunday,grass ,outdoors,0.0,4.5,40.0,12.0,53.0,-0.01958424086296089,0.4626865671641791,-0.18522450251161296,0.49019571963372144
2021_09_CHI_PIT,CHI,0.4482758620689655,noprecip,9,0.14033821904865454,2021.0,Monday,grass ,outdoors,0.0,7.0,40.0,7.0,55.0,0.0666194477075524,0.5517241379310345,-0.2522411088147189,0.52013079004438
2021_11_BAL_CHI,CHI,0.3448275862068966,noprecip,11,0.027897326328938734,2021.0,Sunday,grass ,outdoors,0.0,5.0,43.0,9.0,46.0,0.029263983976243555,0.6551724137931034,-0.16003405783047284,0.5227522863137891
2021_13_ARI_CHI,CHI,0.375,noprecip,13,-0.3400358410781716,2021.0,Sunday,grass ,outdoors,0.0,7.5,43.5,8.0,34.0,-0.13457071257752426,0.625,0.1556989099077344,0.6043190525949146
2021_14_CHI_GB,CHI,0.39655172413793105,noprecip,14,-0.3225200159714987,2021.0,Sunday,grass ,outdoors,1.0,11.5,43.0,8.0,36.0,-0.1274101843870791,0.603448275862069,-0.004425776801207648,0.6287443399512366
2021_15_MIN_CHI,CHI,0.4057971014492754,noprecip,15,-0.0700427322464465,2021.0,Monday,grass,outdoors,1.0,7.0,48.0,8.0,37.0,-0.01798577460994233,0.5942028985507246,-0.12123155756802012,0.6115029606408916
2021_16_CHI_SEA,CHI,0.42028985507246375,rainsnow,16,0.1384795595545851,2021.0,Sunday,fieldturf,outdoors,0.0,7.0,41.0,11.0,25.0,-0.005149759179775892,0.5797101449275363,-0.2441995297653723,0.6075503914709312
2021_17_NYG_CHI,CHI,0.421875,noprecip,17,-0.22043805108869996,2021.0,Sunday,grass,outdoors,0.0,-7.0,36.5,13.0,25.0,-0.04887476008416619,0.578125,-0.08469439622112007,0.5924537731134433
2022_09_MIA_CHI,CHI,0.5571428571428572,noprecip,9,0.013659418599530295,2022.0,Sunday,grass,outdoors,0.0,4.0,46.0,17.0,58.0,0.20301998718273453,0.44285714285714284,-0.2391735738305326,0.4123486202104427
2022_10_DET_CHI,CHI,0.603448275862069,lightrainsnow,10,-0.1629809581689816,2022.0,Sunday,grass,outdoors,1.0,-3.0,48.5,13.0,34.0,0.24761666620348668,0.39655172413793105,-0.08483939380263515,0.40537829584881396
2022_12_CHI_NYJ,CHI,0.509090909090909,rainsnow,12,-0.26106851464139375,2022.0,Sunday,fieldturf,outdoors,0.0,8.5,36.5,9.0,50.0,0.18363329075347679,0.49090909090909096,-0.030142920501179105,0.40606558192765085
2022_13_GB_CHI,CHI,0.4897959183673469,noprecip,13,-0.02553142741720464,2022.0,Sunday,grass,outdoors,1.0,4.0,45.0,12.0,38.0,0.12144112453334843,0.5102040816326531,-0.12171889824815378,0.4220828979449669
2022_15_PHI_CHI,CHI,0.5087719298245614,noprecip,15,-0.16555167185184214,2022.0,Sunday,grass,outdoors,0.0,8.5,48.0,17.0,17.0,0.13769295322909036,0.49122807017543857,-0.07590238799756148,0.45996701710987425
2022_16_BUF_CHI,CHI,0.5,noprecip,16,-0.30836980408671405,2022.0,Saturday,grass,outdoors,0.0,8.0,40.0,17.0,7.0,0.10726828987872372,0.5,-0.15071720463681354,0.4974470809057276
2021_04_JAX_CIN,CIN,0.4,noprecip,4,0.5330152362766191,2021.0,Thursday,fieldturf,outdoors,0.0,-7.5,46.0,0.0,65.0,-0.16383368310215352,0.6,0.05296733918824764,0.5201962216887591
2021_05_GB_CIN,CIN,0.36363636363636365,noprecip,5,0.05714704773016318,2021.0,Sunday,fieldturf,outdoors,0.0,2.0,50.0,12.0,76.0,-0.1023073089920604,0.6363636363636364,0.1878351317914285,0.565967365967366
2021_07_CIN_BAL,CIN,0.3870967741935484,noprecip,7,0.5182728938451554,2021.0,Sunday,grass,outdoors,1.0,6.5,45.5,6.0,61.0,-0.007474069299801004,0.6129032258064516,0.3233549147512307,0.5762237762237762
2021_08_CIN_NYJ,CIN,0.2830188679245283,noprecip,8,0.07567616666289666,2021.0,Sunday,fieldturf,outdoors,0.0,-11.5,43.5,11.0,63.0,-0.026926360555138557,0.7169811320754718,0.31844080060740937,0.5805248514925935
2021_09_CLE_CIN,CIN,0.3380281690140845,noprecip,9,-0.4227262905743507,2021.0,Sunday,fieldturf,outdoors,1.0,-2.5,47.5,0.0,56.0,-0.04196527187227161,0.6619718309859155,0.3246171735849872,0.6073973500632052
2021_12_PIT_CIN,CIN,0.5846153846153846,noprecip,12,0.04428292836597792,2021.0,Sunday,fieldturf,outdoors,1.0,-3.5,43.5,12.0,43.0,-0.08784272540565972,0.41538461538461535,-0.08664908296012074,0.6120319400680815
2021_13_LAC_CIN,CIN,0.3611111111111111,noprecip,13,-0.13025330209241237,2021.0,Sunday,fieldturf,outdoors,0.0,-2.5,49.5,11.0,48.0,0.048423450213301196,0.6388888888888888,-0.09711349572576032,0.511499767837796
2021_14_SF_CIN,CIN,0.390625,noprecip,14,0.2782549130921852,2021.0,Sunday,fieldturf,outdoors,0.0,2.5,49.0,9.0,48.0,-0.10195508239058317,0.609375,0.0003775004348857876,0.5038054538054538
2021_15_CIN_DEN,CIN,0.49019607843137253,noprecip,15,-0.2201540913096906,2021.0,Sunday,grass,outdoors,0.0,3.0,45.0,19.0,61.0,-0.13574637841838189,0.5098039215686274,0.06409484645525017,0.5545495014245013
2021_16_BAL_CIN,CIN,0.2898550724637681,noprecip,16,0.6624967143445266,2021.0,Sunday,fieldturf,outdoors,1.0,-7.5,43.0,0.0,52.0,-0.18182716691365633,0.7101449275362319,-0.024050826769972666,0.5860226034858388
2021_17_KC_CIN,CIN,0.29508196721311475,noprecip,17,0.5560286491033496,2021.0,Sunday,fieldturf,outdoors,0.0,3.5,51.0,13.0,33.0,0.03914668811979923,0.7049180327868853,0.24019917870900698,0.6097746163682864
2022_08_CIN_CLE,CIN,0.2,noprecip,8,-0.23119714039224143,2022.0,Monday,grass,outdoors,1.0,-3.0,45.0,9.0,66.0,0.1959310157352394,0.8,0.2187539189742189,0.6985449160590403
2022_09_CAR_CIN,CIN,0.5285714285714286,noprecip,9,0.3045284086345308,2022.0,Sunday,fieldturf,outdoors,0.0,-7.0,43.0,11.0,68.0,0.16364061358020623,0.4714285714285714,0.20273019383309973,0.750522317188984
2022_11_CIN_PIT,CIN,0.3492063492063492,noprecip,11,0.3101527482177169,2022.0,Sunday,grass,outdoors,1.0,-3.5,39.0,12.0,27.0,0.17581353551474277,0.6507936507936508,0.2246336816089893,0.6545787545787546
2022_12_CIN_TEN,CIN,0.3870967741935484,noprecip,12,0.15052352900978266,2022.0,Sunday,grass,outdoors,0.0,-1.0,43.0,14.0,56.0,0.12582565766093973,0.6129032258064516,0.12782800548666862,0.6407407407407407
2022_13_KC_CIN,CIN,0.5,noprecip,13,0.6172942149031725,2022.0,Sunday,fieldturf,outdoors,0.0,2.5,53.0,2.0,57.0,0.14718261885840855,0.5,0.25506822862067663,0.5783751493428912
2022_14_CLE_CIN,CIN,0.39655172413793105,noprecip,14,-0.08841091334459306,2022.0,Sunday,fieldturf,outdoors,1.0,-4.5,47.0,8.0,47.0,-0.03764673160469556,0.603448275862069,0.35932349737689057,0.5878989588667007
2022_15_CIN_TB,CIN,0.3114754098360656,noprecip,15,0.0558492271571529,2022.0,Sunday,grass,outdoors,0.0,-3.5,47.0,6.0,66.0,0.08194728446085012,0.6885245901639344,0.22646894352278724,0.5721171672228401
2022_16_CIN_NE,CIN,0.3076923076923077,noprecip,16,0.1290588077495013,2022.0,Saturday,fieldturf,outdoors,0.0,-3.0,42.0,2.0,21.0,-0.016086623151943525,0.6923076923076923,0.19491084290524396,0.5973242886753345
2021_06_ARI_CLE,CLE,0.34545454545454546,noprecip,6,-0.27721044457252453,2021.0,Sunday,grass ,outdoors,0.0,-3.0,48.0,23.0,58.0,0.14131018042791646,0.6545454545454545,0.03828647654168732,0.48176470588235293
2021_07_DEN_CLE,CLE,0.48484848484848486,noprecip,7,0.14013061860181875,2021.0,Thursday,grass ,outdoors,0.0,-2.0,40.5,27.0,59.0,0.01235446319918998,0.5151515151515151,-0.035088482776650255,0.5443909685086156
2021_08_PIT_CLE,CLE,0.39655172413793105,noprecip,8,-0.05547205639803752,2021.0,Sunday,grass ,outdoors,1.0,-5.5,43.0,13.0,57.0,0.11574232654656678,0.603448275862069,0.06624281165434837,0.5516636957813429
2021_09_CLE_CIN,CLE,0.5,noprecip,9,0.4539470266732249,2021.0,Sunday,fieldturf,outdoors,1.0,2.5,47.5,0.0,56.0,-0.032714366106967964,0.5,-0.06418396078958113,0.5910484151863463
2021_10_CLE_NE,CLE,0.3448275862068966,noprecip,10,-0.2503216214949804,2021.0,Sunday,fieldturf,outdoors,0.0,2.5,45.5,6.0,48.0,0.10953253698909633,0.6551724137931034,0.17953519629233536,0.5395332636711947
2021_11_DET_CLE,CLE,0.53125,lightrainsnow,11,-0.2380761088375696,2021.0,Sunday,grass ,outdoors,0.0,-13.0,42.5,7.0,42.0,-0.016129832968655496,0.46875,0.04938444959340229,0.5862068965517241
2021_12_CLE_BAL,CLE,0.2982456140350877,noprecip,12,-0.1727910563369853,2021.0,Sunday,grass,outdoors,1.0,3.0,47.0,0.0,43.0,0.07268941775310332,0.7017543859649122,-0.011483567886441745,0.5413074712643677
2021_14_BAL_CLE,CLE,0.4576271186440678,noprecip,14,-0.05841913656826006,2021.0,Sunday,grass ,outdoors,1.0,-3.0,44.0,14.0,46.0,-0.07112005325661996,0.5423728813559322,-0.22039626222317846,0.6085589332526719
2021_15_LV_CLE,CLE,0.4528301886792453,noprecip,15,0.0794131398683087,2021.0,Monday,grass,outdoors,0.0,3.0,41.0,8.0,40.0,-0.08327178323527533,0.5471698113207547,-0.15642876724760504,0.5709590891069481
2021_16_CLE_GB,CLE,0.36363636363636365,noprecip,16,-0.044066592834228084,2021.0,Saturday,grass,outdoors,0.0,7.5,46.5,11.0,35.0,-0.16118340001052586,0.6363636363636364,-0.05059901767897893,0.5970990262138663
2021_17_CLE_PIT,CLE,0.29850746268656714,noprecip,17,-0.3350163708847176,2021.0,Monday,grass,outdoors,1.0,-1.0,43.5,12.0,25.0,0.09154397932016528,0.7014925373134329,-0.007690863178059862,0.5753021096801078
2022_08_CIN_CLE,CLE,0.6417910447761194,noprecip,8,0.3747514463738058,2022.0,Monday,grass,outdoors,1.0,3.0,45.0,9.0,66.0,-0.039081424734320046,0.35820895522388063,-0.004918262773028573,0.609933204050851
